slug,name,oneLiner,description,category,logoUrl,websiteUrl,docsUrl,pricingUrl,apiType,authMethod,hasFreeTier,sdkLanguages,hasWebhooks,aiCapabilities,aiDifficulty,starterPrompt,mcpReady,isFeatured,alternativeTo,integrations
orm,ORM,Optimized marketing and sales analytics for revenue performance.,"ORM (Optimized Marketing) provides advanced analytics and consulting for marketing and sales operations. It uses AI to optimize target account selection, demand generation, and sales performance. By analyzing historical data and market signals, ORM helps companies allocate their resources more effectively to drive revenue. Their products include 'Optimized Sales' and 'Optimized Marketing' dashboards that provide deep insights into the ROI of GTM activities.",Analytics,/logos/orm.svg,https://orm-tech.com,https://orm-tech.com,https://orm-tech.com,"[""REST""]","[""API Key""]",false,[],true,"[""Sales Analytics Optimization"", ""Target Account Selection AI"", ""Marketing ROI Prediction""]",Advanced,"Claude, analyze our last quarter's sales performance in ORM and identify which customer segments had the highest conversion rates.",false,false,"[""InsightSquared"", ""Tableau"", ""Power BI""]",
yesware,Yesware,Sales engagement platform for email tracking and multi-channel campaigns.,"Yesware is a sales engagement platform that helps sales teams build pipeline and close deals faster within Outlook and Gmail. It offers features like real-time email tracking, multi-channel campaigns, personalized templates, and a meeting scheduler. Its AI-powered 'Prospector' tool allows users to source new business from a database of over 100 million B2B contacts, while its analytics provide insights into the most effective outreach strategies.",Email Outreach,/logos/yesware.svg,https://www.yesware.com,https://help.yesware.com/hc/en-us,https://www.yesware.com/plans-and-pricing,"[""REST""]","[""OAuth2""]",true,[],true,"[""AI Prospecting Database"", ""Email Tracking Analytics"", ""Personalized Outreach Templates""]",Beginner-Friendly,"Claude, use the Yesware API to track which prospects from my 'New Lead' campaign have opened my email more than three times.",false,true,"[""Salesloft"", ""Outreach"", ""Mixmax""]",
introhive,Introhive,Relationship intelligence and CRM data automation platform.,Introhive uses AI to automate CRM data entry and provide relationship intelligence to sales teams. It crawls through internal data (like emails and calendars) to identify who knows whom and map the strength of connections. This helps sales teams discover warm paths into target accounts and ensure that CRM data is accurate and actionable. Introhive is particularly effective for professional services and large enterprise sales organizations.,Operations,/logos/introhive.svg,https://introhive.com,https://introhive.com,https://introhive.com,"[""REST""]","[""API Key""]",false,[],true,"[""AI Relationship Mapping"", ""Automated CRM Data Capture"", ""Warm Path Discovery""]",Intermediate,"Claude, check Introhive to see which of my colleagues has the strongest relationship with the CEO of this target account.",false,false,"[""LinkedIn Sales Navigator"", ""People.ai"", ""Affinity""]",
gradient-works,Gradient Works,Revenue operations platform for sales routing and territory management.,"Gradient Works is a revenue operations platform that automates lead routing, territory management, and account distribution. It uses AI to ensure that the right leads are always assigned to the right reps based on complex rules and real-time capacity. By optimizing lead flow, Gradient Works helps sales teams increase their speed-to-lead and maximize pipeline opportunities within their CRM.",Operations,/logos/gradientworks.svg,https://gradient.works,https://gradient.works,https://gradient.works,"[""REST""]","[""API Key""]",false,[],true,"[""AI-powered Lead Routing"", ""Dynamic Territory Management"", ""Automated Account Distribution""]",Intermediate,"Claude, use Gradient Works to re-distribute these 50 dormant accounts to our highest-performing SDRs.",false,false,"[""LeanData"", ""LeanData Routing"", ""Chili Piper""]",
myko,Myko,AI-powered conversational analytics for sales and revenue data.,"Myko is a conversational AI platform that allows sales leaders to query their revenue data using natural language. It integrates with CRMs and business intelligence tools to provide instant answers to complex questions about pipeline health, rep performance, and forecast accuracy. Myko's goal is to democratize data access and allow sales teams to make data-driven decisions without needing to build complex reports manually.",Analytics,/logos/myko.svg,https://myko.ai,https://myko.ai,https://myko.ai,"[""REST""]","[""API Key""]",false,[],true,"[""Conversational BI"", ""Natural Language Data Querying"", ""Predictive Revenue Analytics""]",Intermediate,"Claude, ask Myko which sales region had the highest increase in pipeline value this month and why.",false,false,"[""Tableau"", ""ThoughtSpot"", ""Salesforce Reports""]",
reachy,Reachy,AI-powered LinkedIn outreach copilot for personalized messaging.,"Reachy is an AI copilot designed to help sales teams scale their LinkedIn outreach. It uses AI to analyze prospect profiles and generate highly personalized connection requests and follow-ups. By automating the research and writing process, Reachy allows reps to maintain a human touch in their outreach while significantly increasing their volume and engagement rates.",Sales Engagement,/logos/reachy.svg,https://reachy.ai,https://reachy.ai,https://reachy.ai,"[""REST""]","[""API Key""]",false,[],true,"[""AI LinkedIn Profile Analysis"", ""Personalized Message Generation"", ""Automated Outreach Sequences""]",Beginner-Friendly,"Claude, use Reachy to draft a personalized follow-up message for this prospect that mentions their latest LinkedIn post about AI.",false,false,"[""Expandi"", ""Waalaxy"", ""Salee AI""]",
salee-ai,Salee AI,AI LinkedIn assistant for creating personalized messages and summaries.,"Salee AI is a LinkedIn productivity tool that uses AI to help sales professionals communicate more effectively. It provides features for summarizing LinkedIn profiles, generating personalized outreach messages, and improving existing drafts. Salee AI is designed to live where the sales rep works—directly on LinkedIn—helping them build rapport and close deals faster through AI-driven insights.",Sales Engagement,/logos/saleeai.svg,https://salee.pro,https://salee.pro,https://salee.pro,"[""REST""]","[""API Key""]",true,[],true,"[""AI Profile Summarization"", ""Personalized Outreach Drafting"", ""LinkedIn Message Optimization""]",Beginner-Friendly,"Claude, summarize this LinkedIn profile using Salee AI and give me three potential talking points for a discovery call.",false,false,"[""Reachy"", ""Engage AI"", ""Crystal Knows""]",
valley,Valley,AI sales assistant that automates outbound and books meetings.,"Valley is an AI sales platform that acts as an automated SDR. It researches prospects, writes personalized outreach, and manages the entire top-of-funnel conversation to book meetings directly into a rep's calendar. Valley is designed to scale outbound operations without increasing headcount, providing a consistent flow of qualified meetings for sales teams.",Sales Engagement,/logos/valley.svg,https://joinvalley.co,https://joinvalley.co,https://joinvalley.co,"[""REST""]","[""API Key""]",false,[],true,"[""AI SDR Automation"", ""Autonomous Outreach Management"", ""Automated Appointment Booking""]",Intermediate,"Claude, set up a new outreach campaign in Valley for this lead list and have the AI manage all follow-ups until a meeting is booked.",false,true,"[""Salesforge"", ""11x"", ""Luda""]",
salesrobot,Salesrobot,LinkedIn automation platform for personalized outbound outreach.,"Salesrobot is a LinkedIn automation tool that helps sales teams and agencies generate leads through personalized outreach. It uses AI to draft messages that sound human and avoid LinkedIn's detection systems. The platform includes features for automated sequences, lead filtering, and multi-channel support, making it a powerful solution for teams focused on LinkedIn as their primary lead source.",Sales Engagement,/logos/salesrobot.svg,https://salesrobot.co,https://salesrobot.co,https://salesrobot.co/pricing,"[""REST""]","[""API Key""]",false,[],true,"[""AI-powered Personalization"", ""LinkedIn Sequence Automation"", ""Smart Lead Management""]",Beginner-Friendly,"Claude, use Salesrobot to set up a LinkedIn connection sequence for these 100 prospects in the marketing sector.",false,false,"[""Expandi"", ""Zopto"", ""Meet Alfred""]",
vengreso,Vengreso,Sales prospecting platform with personalized video and text automation.,"Vengreso helps sales teams modernize their prospecting through a combination of training and technology. Their FlyPosts platform allows reps to create personalized video messages and social outreach at scale. By leveraging AI and automation, Vengreso helps reps stand out in the inbox and build trust with prospects faster. They focus on 'digital sales' skills to help teams succeed in a modern, remote-first selling environment.",Sales Enablement,/logos/vengreso.svg,https://vengreso.com,https://vengreso.com,https://vengreso.com,"[""REST""]","[""API Key""]",true,[],true,"[""Personalized Video Messaging"", ""AI Content for Prospecting"", ""Social Selling Automation""]",Beginner-Friendly,"Claude, help me draft a personalized video script for a Vengreso FlyPost targeting this new lead.",false,false,"[""Vidyard"", ""Loom"", ""Salesloft""]",
linkedradar,LinkedRadar,LinkedIn automation and lead generation tool for personalized outreach.,"LinkedRadar is a LinkedIn automation tool designed to help users generate leads and grow their network with minimal effort. It offers features for automated connection requests, personalized messaging, and sequence management. LinkedRadar emphasizes safety and account protection, using AI to mimic human behavior and avoid LinkedIn's automation detection.",Sales Engagement,/logos/linkedradar.svg,https://linkedradar.com,https://linkedradar.com,https://linkedradar.com/pricing,"[""REST""]","[""API Key""]",true,[],true,"[""LinkedIn Outreach Automation"", ""Personalized Messaging AI"", ""Safety-first Automation Scripts""]",Beginner-Friendly,"Claude, use LinkedRadar to send personalized connection requests to 20 people who recently viewed my profile.",false,false,"[""LinkedFusion"", ""Dux-Soup"", ""Octoparse""]",
linkedfusion,LinkedFusion,Cloud-based LinkedIn automation tool for multi-channel sales.,"LinkedFusion is a cloud-based LinkedIn automation platform that allows sales teams to build and scale multi-channel outreach campaigns. It provides features for automated sequences, team collaboration, and integration with major CRMs. LinkedFusion's cloud-based nature ensures that campaigns run 24/7 without requiring the user to keep their browser open, making it a reliable choice for high-volume outbound teams.",Sales Engagement,/logos/linkedfusion.svg,https://linkedfusion.io,https://linkedfusion.io,https://linkedfusion.io/pricing,"[""REST""]","[""API Key""]",false,[],true,"[""Cloud-based LinkedIn Automation"", ""Multi-channel Campaign Orchestration"", ""Team Lead Management""]",Beginner-Friendly,"Claude, set up a new campaign in LinkedFusion that follows up on LinkedIn after an email hasn't been replied to in 3 days.",false,false,"[""Expandi"", ""Meet Alfred"", ""Zopto""]",
twain,Twain,AI writing assistant for high-converting sales outreach emails.,"Twain is an AI-powered writing assistant specifically designed for sales outreach. It analyzes your emails and provides real-time suggestions to improve clarity, tone, and conversion rates. Twain focuses on helping reps avoid common outreach mistakes (like being too 'me-centric') and encourages best practices for getting replies. It is a simple but powerful tool for anyone looking to improve the effectiveness of their cold emails.",Sales Enablement,/logos/twain.svg,https://twain.ai,https://twain.ai,https://twain.ai,"[""REST""]","[""API Key""]",true,[],true,"[""AI Email Coaching"", ""Outreach Tone Optimization"", ""Conversion-focused Writing Assistance""]",Beginner-Friendly,"Claude, review this cold email draft using Twain and tell me how I can make it more prospect-centric.",false,true,"[""Lavender"", ""Regie.ai"", ""Grammarly""]",
outreachly,Outreachly,AI-powered LinkedIn and email automation for lead generation.,"Outreachly is a sales automation platform that uses AI to streamline lead generation across LinkedIn and Email. It allows users to build multi-channel sequences, manage leads in a unified dashboard, and track engagement metrics. Outreachly's AI helps in personalizing outreach and optimizing campaign timing to maximize response rates for sales and marketing teams.",Sales Engagement,/logos/outreachly.svg,https://outreachly.ai,https://outreachly.ai,https://outreachly.ai,"[""REST""]","[""API Key""]",false,[],true,"[""AI Outbound Sequences"", ""LinkedIn/Email Multi-channel Automation"", ""Lead Engagement Analytics""]",Beginner-Friendly,"Claude, set up a new multi-channel sequence in Outreachly targeting these 50 leads from my recent webinar.",false,false,"[""Meet Alfred"", ""Reply.io"", ""Waalaxy""]",
throxy,Throxy,AI-powered sales outreach and lead generation platform.,"Throxy is an AI-driven sales outreach platform designed to help teams automate their lead generation and prospecting efforts. It uses AI to identify high-quality leads, personalize outreach messages, and manage follow-ups. Throxy's focus is on providing a scalable solution for outbound sales that minimizes manual work while maximizing the number of qualified conversations.",Sales Engagement,/logos/throxy.svg,https://throxy.com,https://throxy.com,https://throxy.com,"[""REST""]","[""API Key""]",false,[],true,"[""AI Lead Discovery"", ""Automated Outreach Personalization"", ""Outbound Sequence Management""]",Beginner-Friendly,"Claude, use Throxy to find 100 new leads in the tech sector and draft an initial outreach message for each.",false,false,"[""Salesrobot"", ""Meet Alfred"", ""Waalaxy""]",
selma-ai,Selma.ai,AI-powered sales coaching and buyer intelligence platform.,"Selma.ai is an AI-driven platform that provides sales coaching and buyer intelligence to help revenue teams improve their performance. It analyzes sales conversations and buyer data to provide real-time suggestions, identify deal risks, and coach reps on best practices. Selma.ai helps sales leaders scale their coaching efforts and ensure that every rep is performing at their best.",Sales Enablement,/logos/selma.svg,https://selma.ai,https://selma.ai,https://selma.ai,"[""REST""]","[""API Key""]",false,[],true,"[""AI Sales Coaching"", ""Buyer Intelligence Analytics"", ""Real-time Sales Suggestions""]",Intermediate,"Claude, use Selma.ai to analyze our discovery calls from last week and identify the top 3 objections we are facing.",false,false,"[""Gong"", ""Chorus.ai"", ""Saleshood""]",
salesgear,Salesgear,Multi-channel sales engagement platform for scaling outbound outreach.,"Salesgear is a sales engagement platform that enables teams to scale their outbound outreach across email, LinkedIn, and phone. It offers features for automated multi-channel sequences, personalized templates, and real-time engagement tracking. Its AI helps in optimizing message delivery and timing, ensuring that sales reps can reach more prospects and book more meetings with less effort.",Sales Engagement,/logos/salesgear.svg,https://salesgear.io,https://salesgear.io,https://salesgear.io/pricing,"[""REST""]","[""API Key""]",false,[],true,"[""Multi-channel Sequence Automation"", ""Outreach Personalization AI"", ""Engagement Predictive Analytics""]",Beginner-Friendly,"Claude, set up a new multi-channel sequence in Salesgear targeting these 50 leads from our recent webinar.",false,false,"[""Salesloft"", ""Outreach"", ""Reply.io""]",
glencoco,Glencoco,Marketplace for outsourced outbound sales powered by AI.,"Glencoco is a marketplace that connects companies with qualified outbound sales professionals. It uses AI to match companies with the best SDRs for their industry and provides them with the tools and data needed to book meetings. Glencoco's platform includes built-in dialers, lead lists, and AI-assisted messaging, allowing companies to scale their outbound operations on a pay-per-meeting basis.",Prospecting,/logos/glencoco.svg,https://glencoco.com,https://glencoco.com,https://glencoco.com,"[""REST""]","[""API Key""]",false,[],true,"[""AI SDR Matching"", ""Automated Lead List Curation"", ""Pay-per-Meeting Marketplace""]",Beginner-Friendly,"Claude, use Glencoco to find three SDRs with experience in the FinTech sector to start a new outbound campaign.",false,true,"[""Overpass"", ""Martal Group"", ""Upwork""]",
people-ai,People.ai,Revenue intelligence platform for CRM data automation and sales performance.,"People.ai is a leading revenue intelligence platform that uses AI to capture all sales activities—including emails, meetings, and calls—and automatically sync them to the CRM. It provides deep insights into deal health, rep productivity, and account engagement, helping revenue leaders build more predictable pipelines. By automating data entry, People.ai frees up reps to focus on selling while giving leadership the data they need to manage their business effectively.",Operations,/logos/peopleai.svg,https://people.ai,https://people.ai,https://people.ai,"[""REST""]","[""API Key""]",false,[],true,"[""Automated Activity Capture"", ""AI Deal Health Scoring"", ""Sales Performance Analytics""]",Intermediate,"Claude, check People.ai for any missing activity in this 'At-Risk' deal and identify the last touchpoint with the decision-maker.",false,true,"[""Clari"", ""InsightSquared"", ""Revenue Grid""]",
dialpad,Dialpad,AI-powered communications platform for sales and support teams.,"Dialpad is a unified communications platform that uses AI (Dialpad Ai) to power voice, video, and messaging. For sales teams, it offers an AI-powered dialer that provides real-time coaching, automated note-taking, and sentiment analysis during calls. It integrates deeply with CRMs to ensure that all customer interactions are logged and searchable, helping teams improve their sales conversations and drive higher conversion rates.",Voice & Calling,/logos/dialpad.svg,https://dialpad.com,https://developers.dialpad.com/,https://www.dialpad.com/pricing,"[""REST""]","[""OAuth2""]",true,"[""Python"", ""JavaScript""]",true,"[""Real-time Call Coaching"", ""Automated Transcription & Summaries"", ""AI Sentiment Analysis""]",Beginner-Friendly,"Claude, analyze my last 10 Sales calls in Dialpad and summarize the most common objections and how the team handled them.",false,true,"[""Aircall"", ""RingCentral"", ""Aloware""]",
insidesales,InsideSales,AI-powered sales engagement and lead prioritization platform.,"InsideSales (now known as XANT) is a pioneer in the sales engagement space, offering an AI-powered platform that helps reps prioritize their daily activities. It uses predictive analytics (Playbooks) to identify which leads are most likely to convert and suggests the best time to reach out. The platform includes a robust dialer, email automation, and multi-channel sequence management, all designed to increase sales productivity and revenue.",Sales Engagement,/logos/insidesales.svg,https://insidesales.com,https://insidesales.com,https://insidesales.com,"[""REST""]","[""API Key""]",false,[],true,"[""Predictive Lead Prioritization"", ""Automated Sales Playbooks"", ""Smart Contact Timing AI""]",Intermediate,"Claude, use the InsideSales Playbook to identify the top 10 leads I should call this morning for the highest chance of success.",false,false,"[""Salesloft"", ""Outreach"", ""ConnectAndSell""]",
amplify10,Amplify10,AI sales assistant for personalized outreach and prospecting.,Amplify10 is an AI-powered sales assistant designed to help sales reps personalize their outreach at scale. It uses AI to research prospects and generate tailored messages for email and LinkedIn. Amplify10 focuses on helping reps build stronger connections by providing them with relevant insights and talking points for every prospect in their list.,Sales Engagement,/logos/amplify10.svg,https://amplify10.ai/,https://amplify10.ai/,https://amplify10.ai/,"[""REST""]","[""API Key""]",false,[],true,"[""AI Prospect Research"", ""Personalized Outreach Generation"", ""Lead Engagement Assistant""]",Beginner-Friendly,"Claude, research this prospect using Amplify10 and draft a personalized intro email mentioning their company's recent growth.",false,false,"[""Reachy"", ""Salee AI"", ""Twain""]",
aviso,Aviso,AI revenue operating system for forecasting and deal intelligence.,"Aviso is a comprehensive AI revenue operating system that helps companies achieve predictable revenue growth. It offers modules for sales forecasting, deal intelligence, activity capture, and relationship management. Aviso's AI provides real-time guidance to reps and managers, helping them identify at-risk deals, optimize their time, and ensure that their forecasts are accurate and data-driven.",Analytics,/logos/aviso.svg,https://aviso.com,https://aviso.com,https://aviso.com,"[""REST""]","[""API Key""]",false,[],true,"[""Predictive Sales Forecasting"", ""AI Deal Risk Analysis"", ""Activity Intelligence Capture""]",Advanced,"Claude, show me our Aviso forecast for this quarter and highlight the top 3 deals that are currently at risk.",false,true,"[""Clari"", ""InsightSquared"", ""BoostUp""]",
aircover,Aircover,Real-time AI sales coaching and meeting assistance for sales teams.,"Aircover is an AI-powered sales assistant that provides real-time guidance to reps during live meetings. It uses AI to listen to conversations and surface relevant talk tracks, objection handles, and competitive intel as needed. Aircover integrates with Zoom and Google Meet, helping reps navigate complex discovery calls and demos more effectively and ensuring they never miss a critical detail.",Sales Enablement,/logos/aircover.svg,https://aircover.ai,https://aircover.ai,https://aircover.ai,"[""REST""]","[""API Key""]",false,[],true,"[""Real-time AI Meeting Coaching"", ""Live Objection Handling Suggestions"", ""Competitive Intelligence Surfaces""]",Intermediate,"Claude, set up Aircover for my next demo to surface our new 'Enterprise Security' talk track whenever the prospect asks about compliance.",false,false,"[""Gong"", ""Chorus.ai"", ""Wingman""]",
revenue-io,Revenue.io,Real-time revenue operations and conversation intelligence platform.,"Revenue.io (formerly RingDNA) is an all-in-one revenue operations platform that combines a power dialer, conversation intelligence, and real-time coaching. It uses AI to provide reps with instant feedback during calls and offers managers deep insights into team performance. Revenue.io is designed for high-performance sales teams that need to optimize every customer interaction and drive more predictable revenue.",Conversation Intelligence,/logos/revenueio.svg,https://revenue.io,https://revenue.io,https://revenue.io,"[""REST""]","[""API Key""]",false,[],true,"[""Real-time Call Coaching"", ""AI Conversation Intelligence"", ""Revenue Performance Analytics""]",Intermediate,"Claude, show me the Revenue.io sentiment analysis for our most recent discovery calls and identify any patterns in prospect feedback.",false,false,"[""Gong"", ""Salesloft"", ""Dialpad""]",
substrata,Substrata,AI-driven social signal intelligence for closing deals.,"Substrata is an AI platform that analyzes 'social signals'—the subtle cues in communication like tone, power dynamics, and sentiment—to help sales teams close more deals. It provides reps with real-time advice on how to handle difficult conversations, build rapport, and navigate complex deal structures. Substrata's goal is to improve the 'soft skills' of sales teams through data-driven AI insights.",Sales Enablement,/logos/substrata.svg,https://substrata.me,https://substrata.me,https://substrata.me,"[""REST""]","[""API Key""]",false,[],true,"[""AI Social Signal Analysis"", ""Communication Strategy Coaching"", ""Deal Dynamics Intelligence""]",Advanced,"Claude, analyze this email thread in Substrata and tell me who holds the power in this negotiation and how I should respond.",false,false,"[""Humantic AI"", ""Crystal Knows"", ""Gong""]",
acuity,Acuity,AI-powered sales development and prospecting services.,Acuity is a sales development platform that uses AI to identify high-quality prospects and execute personalized outreach campaigns. It provides companies with a managed service (Acuity SDS) that combines AI technology with human expertise to generate a consistent flow of qualified meetings. Their platform focuses on high-intent lead generation and ensures that reps are spending their time with the most promising prospects.,Prospecting,/logos/acuity.svg,https://acuitysds.com,https://acuitysds.com,https://acuitysds.com,"[""REST""]","[""API Key""]",false,[],true,"[""AI Prospect Discovery"", ""Managed Outreach Automation"", ""High-intent Lead Generation""]",Intermediate,"Claude, use Acuity to find 50 high-intent leads in the automotive sector and start a new outreach campaign.",false,false,"[""Glencoco"", ""Belkins"", ""Cience""]",
jiminny,Jiminny,Conversation intelligence and sales coaching for revenue teams.,"Jiminny is a conversation intelligence platform that helps sales teams record, transcribe, and analyze every customer interaction. It uses AI to provide insights into deal health, rep performance, and market trends. Jiminny's coaching tools allow managers to provide targeted feedback and share best practices across the team, helping to improve win rates and customer satisfaction.",Conversation Intelligence,/logos/jiminny.svg,https://jiminny.com,https://jiminny.com,https://jiminny.com/pricing,"[""REST""]","[""API Key""]",false,[],true,"[""AI Call Transcription"", ""Conversation Sentiment Analysis"", ""Sales Coaching Analytics""]",Intermediate,"Claude, summarize my last three Jiminny recordings and identify the key pain points mentioned by the prospects.",false,false,"[""Gong"", ""Chorus.ai"", ""Salesloft""]",
cloudtalk,CloudTalk,Cloud-based phone system for sales and support teams with AI features.,"CloudTalk is a cloud-based phone system designed for high-performance sales and support teams. It offers a wide range of features including smart dialing, call routing, and real-time monitoring. CloudTalk's AI assists in call analysis and automation, helping sales teams increase their call volume and improve their conversation quality. It integrates with major CRMs to ensure that all call data is captured and actionable.",Voice & Calling,/logos/cloudtalk.svg,https://cloudtalk.io,https://cloudtalk.io,https://cloudtalk.io/pricing,"[""REST""]","[""API Key""]",true,[],true,"[""AI Call Analysis"", ""Smart Dialer Automation"", ""CRM Call Syncing""]",Beginner-Friendly,"Claude, use CloudTalk to start a power-dialer session for these 100 leads and log all results in my CRM.",false,false,"[""Aircall"", ""Dialpad"", ""Aloware""]",
rocketphone,Rocketphone,AI-powered phone system for sales teams to drive more meetings.,"Rocketphone is an AI-driven phone system specifically built for sales teams that need to book more meetings. It uses AI to analyze calls in real-time, providing reps with talk tracks and suggestions to improve their performance. Rocketphone includes features like parallel dialing, automated follow-ups, and deep CRM integrations, all designed to maximize sales productivity and pipeline growth.",Voice & Calling,/logos/rocketphone.svg,https://rocketphone.ai,https://rocketphone.ai,https://rocketphone.ai,"[""REST""]","[""API Key""]",false,[],true,"[""Real-time AI Call Analysis"", ""Parallel Dialing Automation"", ""AI-powered Sales Suggestions""]",Intermediate,"Claude, show me my Rocketphone dashboard and tell me which rep had the highest conversation-to-meeting ratio this week.",false,false,"[""Salesfinity"", ""Koncert"", ""ConnectAndSell""]",
koncert,Koncert,AI-powered parallel dialer and multi-channel sales engagement platform.,"Koncert is an AI-driven sales engagement platform that features a high-performance parallel dialer. It allows reps to make multiple calls simultaneously, with the AI connecting them to a live person as soon as one answers. Koncert also includes multi-channel outreach capabilities for email and LinkedIn, as well as deep CRM integrations. It is designed to help sales teams dramatically increase their conversation volume and book more meetings.",Voice & Calling,/logos/koncert.svg,https://koncert.com,https://koncert.com,https://koncert.com,"[""REST""]","[""API Key""]",false,[],true,"[""AI Parallel Dialing"", ""Multi-channel Outreach Automation"", ""Sales Productivity Analytics""]",Intermediate,"Claude, start an AI Parallel Dialer session in Koncert for my 'Hot Leads' list and ensure all successful calls are logged.",false,true,"[""Salesfinity"", ""ConnectAndSell"", ""MonsterConnect""]",
salescaptain,Salescaptain,AI-powered sales engagement and lead generation platform.,"Salescaptain is an AI-driven sales engagement platform designed to help teams automate their lead generation and outbound outreach. It uses AI to identify high-quality prospects, personalize messages across multiple channels, and manage follow-ups. Salescaptain's focus is on providing an all-in-one solution that simplifies the complex process of scaling a sales pipeline through intelligent automation.",Sales Engagement,/logos/salescaptain.svg,https://salescaptain.io,https://salescaptain.io,https://salescaptain.io/pricing,"[""REST""]","[""API Key""]",false,[],true,"[""AI Lead Discovery"", ""Multi-channel Outreach Personalization"", ""Automated Sequence Management""]",Beginner-Friendly,"Claude, use Salescaptain to find 50 potential leads in the retail industry and draft a personalized LinkedIn connection request for each.",false,false,"[""Salesloft"", ""Outreach"", ""Reply.io""]",
oneshot-ai,Oneshot AI,AI sales assistant for personalized outreach and meeting booking.,"Oneshot AI acts as an autonomous sales colleague that handles prospecting, personalized outreach, and meeting scheduling. It uses AI to research prospects and craft messages that feel personal and relevant, significantly increasing reply rates. Oneshot AI manages the technical aspects of email delivery, such as inbox warm-up and domain management, allowing sales reps to focus entirely on closing deals.",Sales Engagement,/logos/oneshot.svg,https://oneshot.ai,https://oneshot.ai,https://oneshot.ai,"[""REST""]","[""API Key""]",false,[],true,"[""Autonomous Prospect Research"", ""AI Message Personalization"", ""Automated Appointment Booking""]",Intermediate,"Claude, set up Oneshot AI to target Marketing Directors at mid-sized tech companies and start booking meetings for our new product launch.",false,true,"[""Salesforge"", ""Valley"", ""11x""]",
happysales,Happysales,AI-driven sales prospecting and engagement platform.,"Happysales is an AI-powered platform that streamlines the prospecting process by providing sales teams with high-quality leads and personalized outreach tools. It uses AI to analyze market data and identify companies that are a perfect fit for a user's product or service. Happysales also offers features for automating follow-ups and tracking engagement, helping reps build consistent and effective sales habits.",Prospecting,/logos/happysales.svg,https://happysales.ai,https://happysales.ai,https://happysales.ai/pricing,"[""REST""]","[""API Key""]",true,[],true,"[""AI-powered Prospecting"", ""Personalized Outreach Assistant"", ""Sales Habit Tracking""]",Beginner-Friendly,"Claude, use Happysales to identify the top 20 prospects for our 'Professional Services' offering based on recent industry news.",false,false,"[""Apollo.io"", ""Lusha"", ""Hunter""]",
momentum,Momentum,Sales automation and deal hygiene platform for Slack and Salesforce.,"Momentum is an AI-powered platform that brings your CRM into Slack, making it easier for sales teams to maintain deal hygiene and collaborate on opportunities. It uses AI to automate routine tasks, capture call notes, and provide deal alerts directly in Slack. Momentum ensures that Salesforce is always up-to-date while reducing the administrative burden on reps, helping teams move faster and close more deals.",Operations,/logos/momentum.svg,https://momentum.io,https://docs.momentum.io/,https://momentum.io/pricing,"[""REST""]","[""API Key""]",false,[],true,"[""Automated CRM Updates via Slack"", ""AI Call Note Capture"", ""Deal Workflow Automation""]",Intermediate,"Claude, use Momentum to create a new Slack channel for this enterprise deal and sync all my meeting notes directly to Salesforce.",false,true,"[""Scratchpad"", ""Dooly"", ""Troops""]",
sellscale,Sellscale,AI agents for outbound sales and hyper-personalized prospecting.,"Sellscale provides AI agents that automate the entire outbound sales process, from lead discovery to personalized outreach. It uses AI to research prospects at a deep level and generate messages that are highly tailored to their specific needs and interests. Sellscale's goal is to help sales teams achieve the performance of an 'AI-Native' SDR, driving more pipeline with significantly less manual effort.",Sales Engagement,/logos/sellscale.svg,https://sellscale.com,https://sellscale.com,https://sellscale.com,"[""REST""]","[""API Key""]",false,[],true,"[""AI SDR Agents"", ""Hyper-personalized Messaging AI"", ""Autonomous Prospect Discovery""]",Intermediate,"Claude, deploy a Sellscale AI agent to find and engage 100 prospects who recently commented on our competitors' posts on LinkedIn.",false,false,"[""Salesforge"", ""Oneshot AI"", ""Valley""]",
endgame,Endgame,Product-led sales platform that identifies high-intent leads from usage data.,"Endgame is a product-led sales (PLS) platform that helps companies identify their best sales opportunities by analyzing how users interact with their product. It uses AI to surface high-intent leads and provide reps with the context they need to reach out at the right time. Endgame integrates with data warehouses and CRMs to bridge the gap between product usage and sales activity, helping teams drive more revenue from their self-serve user base.",Analytics,/logos/endgame.svg,https://endgame.io,https://docs.endgame.io/,https://endgame.io,"[""REST""]","[""API Key""]",false,[],true,"[""Product Usage Intent Scoring"", ""Predictive PLS Lead Discovery"", ""Real-time Sales Alerts""]",Advanced,"Claude, use Endgame to identify which 'Free Tier' accounts have seen a 50% increase in active users this week and alert the assigned AE.",false,true,"[""Pocus"", ""Correlated"", ""Calixa""]",
autobound,Autobound,AI writing assistant for personalized sales outreach and follow-ups.,"Autobound is an AI-powered writing assistant that helps sales reps create highly personalized outreach messages in seconds. It uses AI to analyze a prospect's LinkedIn profile, company website, and recent news to generate relevant and engaging content for emails and LinkedIn messages. Autobound focuses on helping reps improve their engagement rates by making personalization fast and easy for every prospect in their list.",Sales Enablement,/logos/autobound.svg,https://autobound.ai,https://autobound.ai,https://autobound.ai/pricing,"[""REST""]","[""API Key""]",true,[],true,"[""AI Content Personalization"", ""Sales Message Drafting AI"", ""Outreach Optimization Suggestions""]",Beginner-Friendly,"Claude, draft a personalized email in Autobound for this prospect that references their company's new office opening.",false,false,"[""Lavender"", ""Twain"", ""Regie.ai""]",
